code,feature_start_index,target_start_index,target_end_index
stock_600958.csv,165,285,345
stock_600958.csv,186,306,366
stock_600958.csv,207,327,387
stock_600958.csv,228,348,408
stock_600958.csv,249,369,429
stock_600958.csv,270,390,450
stock_600958.csv,291,411,471
stock_600958.csv,312,432,492
stock_600958.csv,333,453,513
stock_600958.csv,354,474,534
stock_600958.csv,375,495,555
stock_600958.csv,396,516,576
stock_600958.csv,417,537,597
stock_600958.csv,438,558,618
stock_600958.csv,459,579,639
stock_600958.csv,480,600,660
stock_600958.csv,501,621,681
stock_600958.csv,522,642,702
stock_600958.csv,543,663,723
stock_600958.csv,564,684,744
stock_600958.csv,585,705,765
stock_600958.csv,606,726,786
stock_600958.csv,627,747,807
stock_600958.csv,648,768,828
stock_600958.csv,669,789,849
stock_600958.csv,690,810,870
stock_600958.csv,711,831,891
stock_600958.csv,732,852,912
stock_600958.csv,753,873,933
stock_600958.csv,774,894,954
stock_600958.csv,795,915,975
stock_600958.csv,816,936,996
stock_600958.csv,837,957,1017
stock_600958.csv,858,978,1038
stock_600958.csv,879,999,1059
stock_600958.csv,900,1020,1080
stock_600958.csv,921,1041,1101
stock_600958.csv,942,1062,1122
stock_600958.csv,963,1083,1143
stock_600958.csv,984,1104,1164
stock_600958.csv,1005,1125,1185
stock_600958.csv,1026,1146,1206
stock_600584.csv,60,180,240
stock_600584.csv,81,201,261
stock_600584.csv,102,222,282
stock_600584.csv,123,243,303
stock_600584.csv,144,264,324
stock_600584.csv,165,285,345
stock_600584.csv,186,306,366
stock_600584.csv,207,327,387
stock_600584.csv,228,348,408
stock_600584.csv,249,369,429
stock_600584.csv,270,390,450
stock_600584.csv,291,411,471
stock_600584.csv,312,432,492
stock_600584.csv,333,453,513
stock_600584.csv,354,474,534
stock_600584.csv,375,495,555
stock_600584.csv,396,516,576
stock_600584.csv,417,537,597
stock_600584.csv,438,558,618
stock_600584.csv,459,579,639
stock_600584.csv,480,600,660
stock_600584.csv,501,621,681
stock_600584.csv,522,642,702
stock_600584.csv,543,663,723
stock_600584.csv,564,684,744
stock_600584.csv,585,705,765
stock_600584.csv,606,726,786
stock_600584.csv,627,747,807
stock_600584.csv,648,768,828
stock_600584.csv,669,789,849
stock_600584.csv,690,810,870
stock_600584.csv,711,831,891
stock_600584.csv,732,852,912
stock_600584.csv,753,873,933
stock_600584.csv,774,894,954
stock_600584.csv,795,915,975
stock_600584.csv,816,936,996
stock_600584.csv,837,957,1017
stock_600584.csv,858,978,1038
stock_600584.csv,879,999,1059
stock_600584.csv,900,1020,1080
stock_600584.csv,921,1041,1101
stock_600584.csv,942,1062,1122
stock_600584.csv,963,1083,1143
stock_601933.csv,60,180,240
stock_601933.csv,81,201,261
stock_601933.csv,102,222,282
stock_601933.csv,123,243,303
stock_601933.csv,144,264,324
stock_601933.csv,165,285,345
stock_601933.csv,186,306,366
stock_601933.csv,207,327,387
stock_601933.csv,228,348,408
stock_601933.csv,249,369,429
stock_601933.csv,270,390,450
stock_601933.csv,291,411,471
stock_601933.csv,312,432,492
stock_601933.csv,333,453,513
stock_601933.csv,354,474,534
stock_601933.csv,375,495,555
stock_601933.csv,396,516,576
stock_601933.csv,417,537,597
stock_601933.csv,438,558,618
stock_601933.csv,459,579,639
stock_601933.csv,480,600,660
stock_601933.csv,501,621,681
stock_601933.csv,522,642,702
stock_601933.csv,543,663,723
stock_601933.csv,564,684,744
stock_601933.csv,585,705,765
stock_601933.csv,606,726,786
stock_601933.csv,627,747,807
stock_601933.csv,648,768,828
stock_601933.csv,669,789,849
stock_601933.csv,690,810,870
stock_601933.csv,711,831,891
stock_601933.csv,732,852,912
stock_601933.csv,753,873,933
stock_601933.csv,774,894,954
stock_601933.csv,795,915,975
stock_601933.csv,816,936,996
stock_601933.csv,837,957,1017
stock_601933.csv,858,978,1038
stock_601933.csv,879,999,1059
stock_601933.csv,900,1020,1080
stock_601933.csv,921,1041,1101
stock_601933.csv,942,1062,1122
stock_601933.csv,963,1083,1143
stock_601933.csv,984,1104,1164
stock_601933.csv,1005,1125,1185
stock_601933.csv,1026,1146,1206
stock_601933.csv,1047,1167,1227
stock_601933.csv,1068,1188,1248
stock_600111.csv,60,180,240
stock_600111.csv,81,201,261
stock_600111.csv,102,222,282
stock_600111.csv,123,243,303
stock_600111.csv,144,264,324
stock_600111.csv,165,285,345
stock_600111.csv,186,306,366
stock_600111.csv,207,327,387
stock_600111.csv,228,348,408
stock_600111.csv,249,369,429
stock_600111.csv,270,390,450
stock_600111.csv,291,411,471
stock_600111.csv,312,432,492
stock_600111.csv,333,453,513
stock_600111.csv,354,474,534
stock_600111.csv,375,495,555
stock_600111.csv,396,516,576
stock_600111.csv,417,537,597
stock_600111.csv,438,558,618
stock_600111.csv,459,579,639
stock_600111.csv,480,600,660
stock_600111.csv,501,621,681
stock_600111.csv,522,642,702
stock_600111.csv,543,663,723
stock_600111.csv,564,684,744
stock_600111.csv,585,705,765
stock_600111.csv,606,726,786
stock_600111.csv,627,747,807
stock_600111.csv,648,768,828
stock_600111.csv,669,789,849
stock_600111.csv,690,810,870
stock_600111.csv,711,831,891
stock_600111.csv,732,852,912
stock_600111.csv,753,873,933
stock_600111.csv,774,894,954
stock_600111.csv,795,915,975
stock_600111.csv,816,936,996
stock_600111.csv,837,957,1017
stock_600111.csv,858,978,1038
stock_600111.csv,879,999,1059
stock_600111.csv,900,1020,1080
stock_600111.csv,921,1041,1101
stock_600111.csv,942,1062,1122
stock_600111.csv,963,1083,1143
stock_600111.csv,984,1104,1164
stock_600111.csv,1005,1125,1185
stock_600111.csv,1026,1146,1206
stock_600111.csv,1047,1167,1227
stock_600111.csv,1068,1188,1248
stock_600489.csv,60,180,240
stock_600489.csv,81,201,261
stock_600489.csv,102,222,282
stock_600489.csv,123,243,303
stock_600489.csv,144,264,324
stock_600489.csv,165,285,345
stock_600489.csv,186,306,366
stock_600489.csv,207,327,387
stock_600489.csv,228,348,408
stock_600489.csv,249,369,429
stock_600489.csv,270,390,450
stock_600489.csv,291,411,471
stock_600489.csv,312,432,492
stock_600489.csv,333,453,513
stock_600489.csv,354,474,534
stock_600489.csv,375,495,555
stock_600489.csv,396,516,576
stock_600489.csv,417,537,597
stock_600489.csv,438,558,618
stock_600489.csv,459,579,639
stock_600489.csv,480,600,660
stock_600489.csv,501,621,681
stock_600489.csv,522,642,702
stock_600489.csv,543,663,723
stock_600489.csv,564,684,744
stock_600489.csv,585,705,765
stock_600489.csv,606,726,786
stock_600489.csv,627,747,807
stock_600489.csv,648,768,828
stock_600489.csv,669,789,849
stock_600489.csv,690,810,870
stock_600489.csv,711,831,891
stock_600489.csv,732,852,912
stock_600489.csv,753,873,933
stock_600489.csv,774,894,954
stock_600489.csv,795,915,975
stock_600489.csv,816,936,996
stock_600489.csv,837,957,1017
stock_600489.csv,858,978,1038
stock_600489.csv,879,999,1059
stock_600489.csv,900,1020,1080
stock_600489.csv,921,1041,1101
stock_600489.csv,942,1062,1122
stock_600489.csv,963,1083,1143
stock_600489.csv,984,1104,1164
stock_600489.csv,1005,1125,1185
stock_600489.csv,1026,1146,1206
stock_600489.csv,1047,1167,1227
stock_600489.csv,1068,1188,1248
stock_002624.csv,60,180,240
stock_002624.csv,81,201,261
stock_002624.csv,102,222,282
stock_002624.csv,123,243,303
stock_002624.csv,144,264,324
stock_002624.csv,165,285,345
stock_002624.csv,186,306,366
stock_002624.csv,207,327,387
stock_002624.csv,228,348,408
stock_002624.csv,249,369,429
stock_002624.csv,270,390,450
stock_002624.csv,291,411,471
stock_002624.csv,312,432,492
stock_002624.csv,333,453,513
stock_002624.csv,354,474,534
stock_002624.csv,375,495,555
stock_002624.csv,396,516,576
stock_002624.csv,417,537,597
stock_002624.csv,438,558,618
stock_002624.csv,459,579,639
stock_002624.csv,480,600,660
stock_002624.csv,501,621,681
stock_002624.csv,522,642,702
stock_002624.csv,543,663,723
stock_002624.csv,564,684,744
stock_002624.csv,585,705,765
stock_002624.csv,606,726,786
stock_002624.csv,627,747,807
stock_002624.csv,648,768,828
stock_002624.csv,669,789,849
stock_002624.csv,690,810,870
stock_002624.csv,711,831,891
stock_002624.csv,732,852,912
stock_002624.csv,753,873,933
stock_002624.csv,774,894,954
stock_002624.csv,795,915,975
stock_002624.csv,816,936,996
stock_002624.csv,837,957,1017
stock_002624.csv,858,978,1038
stock_002624.csv,879,999,1059
stock_600183.csv,60,180,240
stock_600183.csv,81,201,261
stock_600183.csv,102,222,282
stock_600183.csv,123,243,303
stock_600183.csv,144,264,324
stock_600183.csv,165,285,345
stock_600183.csv,186,306,366
stock_600183.csv,207,327,387
stock_600183.csv,228,348,408
stock_600183.csv,249,369,429
stock_600183.csv,270,390,450
stock_600183.csv,291,411,471
stock_600183.csv,312,432,492
stock_600183.csv,333,453,513
stock_600183.csv,354,474,534
stock_600183.csv,375,495,555
stock_600183.csv,396,516,576
stock_600183.csv,417,537,597
stock_600183.csv,438,558,618
stock_600183.csv,459,579,639
stock_600183.csv,480,600,660
stock_600183.csv,501,621,681
stock_600183.csv,522,642,702
stock_600183.csv,543,663,723
stock_600183.csv,564,684,744
stock_600183.csv,585,705,765
stock_600183.csv,606,726,786
stock_600183.csv,627,747,807
stock_600183.csv,648,768,828
stock_600183.csv,669,789,849
stock_600183.csv,690,810,870
stock_600183.csv,711,831,891
stock_600183.csv,732,852,912
stock_600183.csv,753,873,933
stock_600183.csv,774,894,954
stock_600183.csv,795,915,975
stock_600183.csv,816,936,996
stock_600183.csv,837,957,1017
stock_600183.csv,858,978,1038
stock_600183.csv,879,999,1059
stock_600183.csv,900,1020,1080
stock_600183.csv,921,1041,1101
stock_600183.csv,942,1062,1122
stock_600183.csv,963,1083,1143
stock_600183.csv,984,1104,1164
stock_600183.csv,1005,1125,1185
stock_600183.csv,1026,1146,1206
stock_600183.csv,1047,1167,1227
stock_600183.csv,1068,1188,1248
stock_601939.csv,60,180,240
stock_601939.csv,81,201,261
stock_601939.csv,102,222,282
stock_601939.csv,123,243,303
stock_601939.csv,144,264,324
stock_601939.csv,165,285,345
stock_601939.csv,186,306,366
stock_601939.csv,207,327,387
stock_601939.csv,228,348,408
stock_601939.csv,249,369,429
stock_601939.csv,270,390,450
stock_601939.csv,291,411,471
stock_601939.csv,312,432,492
stock_601939.csv,333,453,513
stock_601939.csv,354,474,534
stock_601939.csv,375,495,555
stock_601939.csv,396,516,576
stock_601939.csv,417,537,597
stock_601939.csv,438,558,618
stock_601939.csv,459,579,639
stock_601939.csv,480,600,660
stock_601939.csv,501,621,681
stock_601939.csv,522,642,702
stock_601939.csv,543,663,723
stock_601939.csv,564,684,744
stock_601939.csv,585,705,765
stock_601939.csv,606,726,786
stock_601939.csv,627,747,807
stock_601939.csv,648,768,828
stock_601939.csv,669,789,849
stock_601939.csv,690,810,870
stock_601939.csv,711,831,891
stock_601939.csv,732,852,912
stock_601939.csv,753,873,933
stock_601939.csv,774,894,954
stock_601939.csv,795,915,975
stock_601939.csv,816,936,996
stock_601939.csv,837,957,1017
stock_601939.csv,858,978,1038
stock_601939.csv,879,999,1059
stock_601939.csv,900,1020,1080
stock_601939.csv,921,1041,1101
stock_601939.csv,942,1062,1122
stock_601939.csv,963,1083,1143
stock_601939.csv,984,1104,1164
stock_601939.csv,1005,1125,1185
stock_601939.csv,1026,1146,1206
stock_601939.csv,1047,1167,1227
stock_601939.csv,1068,1188,1248
stock_601216.csv,60,180,240
stock_601216.csv,81,201,261
stock_601216.csv,102,222,282
stock_601216.csv,123,243,303
stock_601216.csv,144,264,324
stock_601216.csv,165,285,345
stock_601216.csv,186,306,366
stock_601216.csv,207,327,387
stock_601216.csv,228,348,408
stock_601216.csv,249,369,429
stock_601216.csv,270,390,450
stock_601216.csv,291,411,471
stock_601216.csv,312,432,492
stock_601216.csv,333,453,513
stock_601216.csv,354,474,534
stock_601216.csv,375,495,555
stock_601216.csv,396,516,576
stock_601216.csv,417,537,597
stock_601216.csv,438,558,618
stock_601216.csv,459,579,639
stock_601216.csv,480,600,660
stock_601216.csv,501,621,681
stock_601216.csv,522,642,702
stock_601216.csv,543,663,723
stock_601216.csv,564,684,744
stock_601216.csv,585,705,765
stock_601216.csv,606,726,786
stock_601216.csv,627,747,807
stock_601216.csv,648,768,828
stock_601216.csv,669,789,849
stock_601216.csv,690,810,870
stock_601216.csv,711,831,891
stock_601216.csv,732,852,912
stock_601216.csv,753,873,933
stock_601216.csv,774,894,954
stock_601216.csv,795,915,975
stock_601216.csv,816,936,996
stock_601216.csv,837,957,1017
stock_601216.csv,858,978,1038
stock_601216.csv,879,999,1059
stock_601216.csv,900,1020,1080
stock_601216.csv,921,1041,1101
stock_601216.csv,942,1062,1122
stock_601216.csv,963,1083,1143
stock_601216.csv,984,1104,1164
stock_601216.csv,1005,1125,1185
stock_000001.csv,60,180,240
stock_000001.csv,81,201,261
stock_000001.csv,102,222,282
stock_000001.csv,123,243,303
stock_000001.csv,144,264,324
stock_000001.csv,165,285,345
stock_000001.csv,186,306,366
stock_000001.csv,207,327,387
stock_000001.csv,228,348,408
stock_000001.csv,249,369,429
stock_000001.csv,270,390,450
stock_000001.csv,291,411,471
stock_000001.csv,312,432,492
stock_000001.csv,333,453,513
stock_000001.csv,354,474,534
stock_000001.csv,375,495,555
stock_000001.csv,396,516,576
stock_000001.csv,417,537,597
stock_000001.csv,438,558,618
stock_000001.csv,459,579,639
stock_000001.csv,480,600,660
stock_000001.csv,501,621,681
stock_000001.csv,522,642,702
stock_000001.csv,543,663,723
stock_000001.csv,564,684,744
stock_000001.csv,585,705,765
stock_000001.csv,606,726,786
stock_000001.csv,627,747,807
stock_000001.csv,648,768,828
stock_000001.csv,669,789,849
stock_000001.csv,690,810,870
stock_000001.csv,711,831,891
stock_000001.csv,732,852,912
stock_000001.csv,753,873,933
stock_000001.csv,774,894,954
stock_000001.csv,795,915,975
stock_000001.csv,816,936,996
stock_000001.csv,837,957,1017
stock_000001.csv,858,978,1038
stock_000001.csv,879,999,1059
stock_000001.csv,900,1020,1080
stock_000001.csv,921,1041,1101
stock_000001.csv,942,1062,1122
stock_000001.csv,963,1083,1143
stock_000001.csv,984,1104,1164
stock_000001.csv,1005,1125,1185
stock_000001.csv,1026,1146,1206
stock_000001.csv,1047,1167,1227
stock_000001.csv,1068,1188,1248
stock_600132.csv,60,180,240
stock_600132.csv,81,201,261
stock_600132.csv,102,222,282
stock_600132.csv,123,243,303
stock_600132.csv,144,264,324
stock_600132.csv,165,285,345
stock_600132.csv,186,306,366
stock_600132.csv,207,327,387
stock_600132.csv,228,348,408
stock_600132.csv,249,369,429
stock_600132.csv,270,390,450
stock_600132.csv,291,411,471
stock_600132.csv,312,432,492
stock_600132.csv,333,453,513
stock_600132.csv,354,474,534
stock_600132.csv,375,495,555
stock_600132.csv,396,516,576
stock_600132.csv,417,537,597
stock_600132.csv,438,558,618
stock_600132.csv,459,579,639
stock_600132.csv,480,600,660
stock_600132.csv,501,621,681
stock_600132.csv,522,642,702
stock_600132.csv,543,663,723
stock_600132.csv,564,684,744
stock_600132.csv,585,705,765
stock_600132.csv,606,726,786
stock_600132.csv,627,747,807
stock_600132.csv,648,768,828
stock_600132.csv,669,789,849
stock_600132.csv,690,810,870
stock_600132.csv,711,831,891
stock_600132.csv,732,852,912
stock_600132.csv,753,873,933
stock_600132.csv,774,894,954
stock_600132.csv,795,915,975
stock_600132.csv,816,936,996
stock_600132.csv,837,957,1017
stock_600132.csv,858,978,1038
stock_600132.csv,879,999,1059
stock_600132.csv,900,1020,1080
stock_600132.csv,921,1041,1101
stock_600132.csv,942,1062,1122
stock_600132.csv,963,1083,1143
stock_600132.csv,984,1104,1164
stock_600132.csv,1005,1125,1185
stock_600132.csv,1026,1146,1206
stock_600132.csv,1047,1167,1227
stock_600132.csv,1068,1188,1248
stock_600276.csv,60,180,240
stock_600276.csv,81,201,261
stock_600276.csv,102,222,282
stock_600276.csv,123,243,303
stock_600276.csv,144,264,324
stock_600276.csv,165,285,345
stock_600276.csv,186,306,366
stock_600276.csv,207,327,387
stock_600276.csv,228,348,408
stock_600276.csv,249,369,429
stock_600276.csv,270,390,450
stock_600276.csv,291,411,471
stock_600276.csv,312,432,492
stock_600276.csv,333,453,513
stock_600276.csv,354,474,534
stock_600276.csv,375,495,555
stock_600276.csv,396,516,576
stock_600276.csv,417,537,597
stock_600276.csv,438,558,618
stock_600276.csv,459,579,639
stock_600276.csv,480,600,660
stock_600276.csv,501,621,681
stock_600276.csv,522,642,702
